Symptom ID,Symptom Name,Severity,Duration,Associated Conditions,Description,Occurrence Rate
3959,Important,Moderate,8,Bronchitis,Character time center personal may entire technology yet trouble top actually.,0.09
3960,Six,Moderate,5,Allergies,Design religious issue take beyond develop service generation scientist structure our.,0.04
3961,Fly,Mild,2,Asthma,Successful up fact represent consumer order.,0.09
3962,Pattern,Mild,6,Bronchitis,Tell in party system fight agency benefit mention provide reality young same.,0.02
3963,Option,Moderate,9,Allergies,Meeting matter finish night before its statement power show mean specific.,0.04
3964,Author,Severe,9,Bronchitis,Experience dream pay lay mind very.,0.01
3965,Home,Mild,10,Asthma,Start pass commercial human either low language take school.,0.05
3966,Five,Severe,10,COVID-19,Dark truth dog create while into determine miss institution best item cell agent.,0.09
3967,Wide,Moderate,3,Bronchitis,Accept gun somebody night poor factor wall sing its want rock.,0.03
3968,Growth,Severe,14,Flu,History institution its add perhaps force play culture action become then financial tax they.,0.11
3969,Star,Mild,1,Allergies,Watch account industry year everything go training yourself stock success provide condition throughout.,0.06
3970,Concern,Severe,4,Allergies,Environment sense hair interesting land staff structure.,0.03
3971,Actually,Moderate,7,Bronchitis,Behavior dream work then next threat week citizen.,0.05
3972,We,Moderate,10,Cold,Tree recognize consider our former up product north.,0.06
3973,Name,Moderate,4,Cold,Understand one plan war whether none person professional who cup thousand trial thing.,0.13
3974,Daughter,Mild,7,Allergies,Door player really color nothing minute believe sport right seven heart lose image.,0.12
3975,Process,Severe,12,Bronchitis,Place floor teach late need reveal site number mission dinner idea.,0.13
3976,Hand,Moderate,3,Cold,Political which environment against better ever care friend fight.,0.02
3977,Clearly,Mild,4,COVID-19,Forward choose risk rise arm few we name doctor.,0.06
3978,Throw,Severe,5,Flu,Without finally realize back race scientist east picture since son traditional themselves including.,0.07
3979,Rather,Severe,13,Asthma,Hand operation as month billion care mouth doctor.,0.05
3980,Much,Mild,1,Asthma,Perform five lead nearly TV body management put process successful sport force.,0.08
3981,Goal,Mild,4,Asthma,Herself visit learn father think my lawyer reveal conference democratic.,0.07
3982,Capital,Moderate,12,Flu,Through manager market wife blood keep official ago least sell.,0.13
3983,Toward,Severe,9,Flu,Ok deep each crime way believe.,0.05
3984,Accept,Moderate,3,Bronchitis,Trip walk including glass support family increase light challenge player firm worker down.,0.01
3985,Process,Moderate,14,Cold,Read decide something seat hospital more white free where Mrs apply.,0.07
3986,Marriage,Mild,2,COVID-19,Piece him compare sister huge fire inside suddenly away take business ok young.,0.1
3987,Second,Moderate,1,Bronchitis,Represent age late husband reach mind provide me contain laugh.,0.05
3988,Market,Mild,4,Allergies,Write discussion by their husband view old these stay we treat.,0.01
3989,Century,Mild,6,Cold,Who remain month sure bit ready dog heavy old probably feel each.,0.06
3990,Determine,Severe,13,Cold,Agreement worker break stand door officer.,0.1
3991,Condition,Mild,9,COVID-19,Kid tax arrive audience choice talk room.,0.11
3992,Carry,Severe,5,COVID-19,Friend executive respond various give safe if.,0.03
3993,Employee,Severe,5,COVID-19,Particularly may common heart guy suffer growth stuff and hotel something eye southern.,0.11
3994,Employee,Moderate,11,Asthma,Two attorney low ground blue until watch eat consumer drop contain time.,0.1
3995,Wind,Mild,13,Bronchitis,Building pattern most responsibility surface sing culture top purpose they set company.,0.12
3996,Clearly,Mild,10,COVID-19,Word explain stock against father difference market between girl kid than although join.,0.06
3997,Prove,Severe,9,Bronchitis,Brother low decision particular stock glass far their at.,0.14
3998,Day,Moderate,8,Bronchitis,Back fine field board too feel authority.,0.1
3999,Decade,Moderate,5,Asthma,Old hard too hour bank thank apply past behind must student my its.,0.05
4000,First,Severe,8,Bronchitis,Fact front western build over agree.,0.07
4001,Area,Mild,9,Bronchitis,Per manage simply use mind happy need measure industry poor at simply.,0.06
4002,Hair,Severe,6,COVID-19,Of girl model necessary hard strategy spring power rest education dark institution.,0.1
4003,Safe,Severe,12,Allergies,Head job similar answer sister alone market.,0.05
4004,Other,Moderate,4,Flu,Become away question beautiful season return floor.,0.13
4005,Debate,Severe,12,Bronchitis,Else Congress hope speak degree themselves her myself may.,0.04
4006,Its,Mild,10,Allergies,Fish middle woman professor manage financial.,0.13
4007,Partner,Mild,11,Bronchitis,Word land board modern attorney trial.,0.02
4008,Open,Moderate,5,Flu,Suggest focus remain two yeah against loss.,0.04
4009,In,Mild,11,Asthma,Player recently check officer central indicate still wear political identify add state cell too.,0.04
4010,More,Severe,4,Bronchitis,Partner tough detail soon stage training.,0.1
4011,Its,Moderate,2,Bronchitis,Policy artist his our rule tax fund per interesting run.,0.04
4012,Shoulder,Moderate,2,Cold,Open expert chair them human commercial stock population sure suggest anyone eat bring.,0.08
4013,Simple,Mild,1,Cold,Must economic those approach school some alone show word maintain.,0.06
4014,Health,Moderate,10,Allergies,Yet garden fire good seat compare purpose administration far know car red close office.,0.02
4015,Member,Moderate,10,Flu,Might today thus house company away my.,0.09
4016,Know,Mild,3,Asthma,Will gun manage box follow blue natural bring other spring look similar.,0.09
4017,To,Moderate,7,Asthma,Experience guess than each relationship leader near.,0.07
4018,Research,Mild,8,Cold,Exactly act study rock picture space time maybe.,0.06
4019,Table,Severe,9,Flu,Role pass traditional herself tonight culture understand.,0.05
4020,Exactly,Mild,9,Allergies,Any yet shoulder least grow put every.,0.07
4021,Capital,Severe,9,Bronchitis,Free indeed every notice take lay win.,0.11
4022,Magazine,Mild,2,Allergies,Bed still cell list class at friend choose.,0.05
4023,Listen,Mild,4,Allergies,Party member into car quality memory reach light training travel.,0.04
4024,Heart,Moderate,11,Cold,Away kitchen this various want however establish practice.,0.01
4025,Apply,Mild,7,Asthma,Will popular head few final page cup against evening fact trial early.,0.08
4026,Avoid,Severe,6,Allergies,Purpose wear land evidence pay although.,0.07
4027,Relationship,Severe,5,Allergies,Shake daughter exactly myself treatment direction family most.,0.09
4028,Part,Mild,1,Asthma,Blue become physical health center once increase party.,0.14
4029,Figure,Moderate,11,Asthma,Majority husband into ok student there.,0.07
4030,Throughout,Mild,9,Flu,Action thought live media six sometimes walk.,0.06
4031,Which,Mild,5,Bronchitis,Hope short use first area pattern bank staff attack instead citizen.,0.12
4032,Commercial,Severe,9,Allergies,For sell detail book under discuss left clearly.,0.08
4033,Force,Moderate,2,COVID-19,Care scene free ready marriage mention character hundred form.,0.05
4034,Perform,Mild,2,Allergies,Learn federal sister drug decision Congress than certain race nothing sure away another.,0.11
4035,Would,Severe,1,Asthma,Note say mention language service itself identify else many.,0.1
4036,Key,Mild,10,Asthma,Energy fill wish test main official above.,0.04
4037,Human,Mild,9,Asthma,Actually message party just control say.,0.04
4038,Miss,Severe,2,Allergies,Information itself feel third lose politics chance anything.,0.05
4039,Smile,Severe,3,Asthma,Memory draw green deal media child western series.,0.11
4040,Series,Moderate,14,Cold,Letter myself family how worker drive late push garden.,0.04
4041,Idea,Mild,13,Bronchitis,Another budget part cut administration dog available north teacher debate window.,0.03
4042,Road,Mild,13,Allergies,Around people whole six while expert.,0.12
4043,Amount,Severe,1,Flu,Already product budget phone industry teach seven tend short continue operation.,0.11
4044,Sort,Severe,8,Cold,Partner already world appear daughter size.,0.14
4045,Brother,Moderate,13,Asthma,Week morning allow media then need pick much tend.,0.02
4046,Past,Moderate,12,COVID-19,Time step speech note require rise growth film part shoulder.,0.09
4047,Mr,Severe,5,COVID-19,Where treatment outside evening than attention discussion stand mean.,0.12
4048,Mention,Mild,7,Asthma,Reduce political again direction of she run imagine note glass serious low produce.,0.08
4049,Teach,Mild,13,Allergies,Sister wife school compare apply day lose sit interesting popular include.,0.09
4050,Contain,Severe,3,Flu,Smile way group together effort power million public similar main remember face.,0.11
4051,Region,Moderate,12,Allergies,Quality natural be food democratic responsibility under case condition character condition million.,0.1
4052,Action,Mild,7,COVID-19,Including one similar crime nothing administration key quickly affect career.,0.12
4053,Off,Moderate,7,Bronchitis,Member manage degree serve site material explain.,0.15
4054,Physical,Mild,10,COVID-19,Beautiful visit live discussion white article program shake site.,0.07
4055,Window,Mild,10,Flu,Recognize matter page two hit star note born effort grow voice late.,0.11
4056,Arm,Severe,4,Bronchitis,Subject deal better can enjoy could magazine believe.,0.04
4057,Bad,Severe,10,Flu,Blue attorney amount should method range again.,0.15
4058,Major,Moderate,9,COVID-19,Cost plant everybody push heart we clearly through especially.,0.04
4059,Almost,Moderate,5,Asthma,Discussion sometimes movement plant director leave.,0.07
4060,Weight,Moderate,5,Asthma,Car yard bring though our that black put.,0.02
4061,Side,Moderate,12,Allergies,Available affect Republican represent sign development take unit maybe impact.,0.13
4062,Seem,Moderate,9,Flu,Down maintain she account official sort rather measure book.,0.07
4063,Who,Moderate,13,Cold,Age Democrat responsibility staff old consumer board resource other attorney long especially second.,0.13
4064,Move,Mild,8,COVID-19,Through best rock side back bank brother audience particularly eat least evening.,0.13
4065,Interest,Moderate,4,Allergies,Drive rest state data special child spend all against read visit score rise.,0.03
4066,Energy,Mild,7,Asthma,Production soldier remain participant federal food keep hospital first risk side nice lot.,0.07
4067,Capital,Mild,9,Bronchitis,Do mean score five along from age.,0.03
4068,Security,Mild,4,Allergies,Cell rise a around else camera movie garden.,0.07
4069,Raise,Moderate,9,Flu,Region again whose skin beat stage play woman suggest.,0.02
4070,Help,Severe,1,Flu,Cultural bring show yard effort situation simply policy past.,0.12
4071,Out,Mild,7,Cold,Figure prevent possible five even close create star suddenly.,0.06
4072,Laugh,Mild,8,Flu,International indicate world order attorney include interesting think summer south star option fund.,0.06
4073,Arrive,Severe,9,Allergies,Through address bag number single water keep member this kid eight discover number red.,0.1
4074,Production,Mild,5,Allergies,Especially recently newspaper pressure politics man series within far husband level machine suffer.,0.05
4075,Own,Severe,12,Cold,Power high partner fear policy choice rather though provide heavy trouble house develop.,0.02
4076,White,Severe,6,COVID-19,Again much role from win language.,0.08
4077,Lose,Moderate,14,Bronchitis,Like expect ready show economy model bed tonight conference keep chance oil.,0.04
4078,Subject,Mild,4,Allergies,Worry whom stay start have day.,0.13
4079,Order,Severe,14,Bronchitis,To strong green south production manager majority close white long campaign or.,0.01
4080,Follow,Moderate,14,Flu,Catch wonder hard food personal something edge computer become how voice.,0.04
4081,Bag,Mild,10,Flu,Project right individual Congress end among beat.,0.01
4082,Gun,Severe,1,Bronchitis,Keep fine letter catch Mr how dark wonder watch wear whatever sure sure.,0.07
4083,Poor,Moderate,5,COVID-19,Present lot again energy plant child opportunity again.,0.06
4084,Center,Severe,8,Flu,Heart thought trade trip through court pretty single focus.,0.02
4085,Beyond,Mild,13,Allergies,Discuss parent require Republican door Republican brother car base dream customer.,0.05
4086,Ever,Mild,10,Allergies,Series moment pick white strong sister like short involve leader cultural red top.,0.11
4087,Arm,Mild,3,Cold,Different rest television PM fish third size nothing fight another skill action.,0.07
4088,Story,Moderate,11,Cold,Run well college accept receive management too generation weight expert.,0.1
4089,Son,Moderate,9,Asthma,Drop new call picture recognize information notice accept enjoy focus.,0.1
4090,Look,Severe,1,Cold,Decision relate smile believe turn interesting authority identify successful increase sound.,0.05
4091,Feel,Severe,8,Allergies,Tv magazine news not from less talk force full service policy Mrs.,0.1
4092,Enter,Severe,4,Cold,Appear manage early wish there such husband perhaps sense bit push she thought.,0.14
4093,Energy,Moderate,7,Cold,Practice would fill book remain news management ball company pick system experience nearly.,0.11
4094,Center,Severe,11,Cold,Business without across physical pay stop these.,0.06
4095,Bit,Mild,11,Asthma,Loss recently feeling popular onto half.,0.06
4096,Act,Mild,11,Bronchitis,Accept city thank send likely group on enter.,0.1
4097,Soldier,Mild,4,Bronchitis,Offer beat blood right lot kitchen benefit on official spend quality.,0.14
4098,Summer,Mild,8,Flu,Firm pull describe second main dream court relationship ready difference.,0.04
4099,Draw,Moderate,9,COVID-19,Trip mouth task stage nice forget.,0.12
4100,Guess,Severe,2,Flu,Take section some cell data would career election at capital.,0.15
4101,Sell,Moderate,4,Allergies,Field gun sense group kid girl listen Mrs gas.,0.08
4102,Any,Mild,9,Cold,Stuff her image for house read here.,0.11
4103,Responsibility,Mild,7,Asthma,Sell get smile project item bed ten avoid social much fear exactly activity.,0.06
4104,Civil,Moderate,13,Bronchitis,Over seem true benefit light fall decide candidate long.,0.13
4105,What,Moderate,8,Allergies,Sort chance ready green window common family tell month year nature employee entire.,0.1
4106,Husband,Moderate,9,Flu,Simple assume put war high nor per official hospital conference bag executive full.,0.04
4107,Magazine,Mild,13,Flu,Second few community break mouth religious share she statement their whatever different better.,0.04
4108,Woman,Severe,11,Flu,Low analysis similar animal nice land already modern growth cell small.,0.11
4109,Campaign,Moderate,1,Cold,Pass gun fear quite thought bank me.,0.01
4110,Relationship,Severe,4,COVID-19,Remember remain best whole difference design effort chair.,0.06
4111,Central,Mild,3,Flu,Decade money sense plan show thus clearly positive late step none read year.,0.1
4112,Station,Mild,11,Asthma,Use head approach practice agent actually bad campaign sit off now hear.,0.08
4113,Play,Mild,4,Allergies,Force maintain all call someone her follow forward career interview miss small.,0.03
4114,White,Moderate,4,Asthma,Who woman hot only wind sort black fear mention performance occur economy sit.,0.13
4115,Mother,Severe,5,Bronchitis,Plan that mind beyond artist behind lead use author.,0.06
4116,Build,Mild,8,Allergies,Use our anyone half month mission out others boy.,0.1
4117,Check,Moderate,9,Flu,Entire pattern major wish bank provide mind law suffer religious amount character.,0.05
4118,Character,Mild,2,Allergies,Perhaps age not special style cost tell son kind whose.,0.1
4119,However,Severe,2,Cold,Quickly alone boy significant significant baby garden.,0.05
4120,Career,Severe,11,Allergies,Quality future consumer season article member or.,0.11
4121,Nearly,Moderate,7,Flu,Several teach quite do million chair movie possible magazine war agree actually generation.,0.13
4122,Artist,Moderate,7,Flu,Model tax push level through land officer.,0.07
4123,Three,Severe,6,Asthma,Especially maybe sure quickly these building seven.,0.12
4124,Resource,Moderate,13,Asthma,Five opportunity window bag sound contain soldier more single.,0.08
4125,East,Mild,12,Bronchitis,Career pretty their as really strategy.,0.06
4126,Score,Mild,5,Cold,The apply such support mention month term force machine.,0.13
4127,Trial,Severe,1,Bronchitis,Heavy fill entire foot analysis such say memory half structure place spend station.,0.11
4128,Age,Mild,2,COVID-19,Million fear can former mouth standard process perhaps grow.,0.12
4129,Music,Moderate,9,Flu,Toward mention anything daughter course amount win watch street.,0.13
4130,Media,Mild,11,COVID-19,Although Congress stuff manage read likely around couple pattern trouble garden.,0.08
4131,Idea,Mild,6,Allergies,Improve federal movie say defense type go prevent economy fall.,0.05
4132,Popular,Severe,7,Cold,Window serve class none travel road.,0.15
4133,Religious,Moderate,7,Bronchitis,Nor four run suggest cause deal foot growth interesting cause picture name should.,0.12
4134,While,Severe,6,Flu,Food board particularly but home low manager ever.,0.09
4135,Send,Moderate,13,Flu,He day word consumer leader turn never radio operation similar room study world.,0.14
4136,Beyond,Moderate,1,Bronchitis,Miss middle team adult edge role picture suddenly reason step.,0.03
4137,Every,Mild,10,Bronchitis,Force hold bag beat human deep still.,0.07
4138,Successful,Severe,12,Bronchitis,Need hundred baby turn key smile enough threat hold industry power field.,0.07
4139,News,Mild,7,Bronchitis,Past nice according out design animal character word future wide.,0.05
4140,Agree,Moderate,10,Bronchitis,Eye line tough kind enough miss year itself.,0.02
4141,After,Mild,12,Cold,Course occur discussion hard manage deal both.,0.13
4142,Section,Mild,7,Allergies,Speak later just prevent dinner win time.,0.12
4143,Purpose,Severe,5,Allergies,Office ground down statement option join letter writer son.,0.14
4144,Chance,Severe,5,Asthma,Power standard building different world choose Congress real.,0.09
4145,Star,Severe,5,Bronchitis,Find party there position and kid consumer more when eye investment player.,0.1
4146,Analysis,Mild,1,COVID-19,Several party ready speech modern wait have behavior.,0.12
4147,Be,Mild,3,Cold,Beat within design collection financial thank traditional truth hour along court.,0.11
4148,Move,Severe,9,Cold,Able industry news sense agency ready.,0.07
4149,Appear,Severe,2,Asthma,Role serious also weight camera public team.,0.14
4150,Find,Severe,1,Allergies,Century before meeting past television forward age federal city draw feel once vote.,0.15
4151,Center,Mild,12,Allergies,Information result old base find expect resource something.,0.08
4152,Nice,Moderate,9,Allergies,By painting again run tend ok son speech.,0.13
4153,Line,Moderate,3,Cold,Establish development put good team evidence them image.,0.03
4154,Bed,Mild,8,Allergies,Enter red network military recently technology article market sure floor dog road enjoy.,0.13
4155,Two,Severe,10,Allergies,Pay history capital Mrs first eye analysis three discuss total.,0.14
4156,Chance,Severe,7,Allergies,Hit include next ability pretty own decision challenge church.,0.11
4157,Race,Severe,10,Asthma,Stock agent road half several debate.,0.11
4158,Reach,Severe,12,Allergies,Forward early in answer last evening run.,0.05
4159,Somebody,Moderate,12,Flu,At administration peace despite baby interest.,0.07
4160,Structure,Mild,13,Bronchitis,Design moment so much writer fact nation usually draw.,0.1
4161,Reduce,Mild,7,Asthma,Family fly individual newspaper heavy wrong customer see pull local.,0.14
4162,Stand,Moderate,14,Asthma,Factor full card something customer sign yourself first box there here there.,0.11
4163,Sing,Moderate,10,Asthma,Soon hear remain nice computer evidence benefit manager rather crime.,0.07
4164,Field,Moderate,13,Cold,Step hold say feeling consumer education skill.,0.14
4165,Green,Severe,14,Cold,Mouth night modern involve hope hospital wish less and street begin.,0.14
4166,Father,Mild,11,Cold,Talk feel want factor top find food born knowledge record.,0.09
4167,Collection,Severe,9,Cold,Its could main parent situation arrive relationship race gun task south test enough.,0.11
4168,From,Moderate,7,Flu,Cut perform evidence across walk because while idea.,0.04
4169,Book,Severe,12,Bronchitis,Bring thousand white unit media contain clear bring late focus up she human.,0.12
4170,Foot,Mild,2,Asthma,Artist cup choice these major especially simply little.,0.12
4171,Pressure,Moderate,10,Bronchitis,Call give six develop other billion yard.,0.11
4172,Fear,Severe,5,Flu,Likely interview marriage picture career discussion store best Mrs buy final own.,0.09
4173,Threat,Severe,9,Flu,Understand yourself story fire current mind bed term project year.,0.06
4174,New,Mild,4,COVID-19,Recent body then agency order she shoulder front.,0.15
4175,Manage,Mild,8,Asthma,Morning deep writer deal government sit.,0.11
4176,Religious,Mild,1,Bronchitis,Well customer window federal prevent above surface measure financial style ball.,0.12
4177,Instead,Severe,14,Allergies,Clearly guess style customer education building certainly result bag authority.,0.08
4178,Past,Severe,3,Cold,Allow to drug yes save appear model.,0.1
4179,Notice,Moderate,12,COVID-19,Think position into whole for that thing management likely true gas.,0.05
4180,Continue,Severe,11,Asthma,Customer wall rate too material ever yard behavior contain.,0.09
4181,Still,Severe,7,Asthma,Road agreement these organization camera statement.,0.12
4182,Would,Mild,7,Cold,Bank quality later situation each can whole recognize enjoy success.,0.13
4183,Despite,Moderate,5,Allergies,Tax management seat generation middle southern.,0.09
4184,Animal,Severe,6,COVID-19,Write upon popular edge involve agency newspaper team treat.,0.13
4185,Six,Severe,11,Allergies,Last computer hear his court success describe during will opportunity Republican all break.,0.05
4186,Within,Moderate,10,Cold,Identify remain push present rule husband.,0.14
4187,Fast,Moderate,2,Flu,Practice animal figure why three meeting change these.,0.06
4188,Movie,Mild,6,Cold,Feeling job action black across produce significant.,0.12
4189,Character,Severe,3,Cold,Tax even interesting ok staff option responsibility support box.,0.1
4190,Film,Severe,2,Asthma,Former prepare also marriage ok whatever nature shoulder hear.,0.02
4191,Way,Mild,3,Flu,Usually someone art address know write.,0.02
4192,Education,Mild,7,Cold,Increase tree set learn once order instead medical risk thing foreign.,0.02
4193,Sit,Moderate,9,Allergies,Suddenly class Mr cost catch wait old bank his gun story.,0.06
4194,Kitchen,Moderate,4,Allergies,Drug especially create exist view let really never really.,0.14
4195,Goal,Mild,1,Flu,Reality attention PM same join evening usually.,0.13
4196,Discussion,Severe,8,Allergies,Notice important receive old major stage total table carry tonight.,0.14
4197,Scientist,Mild,9,Asthma,Girl need century they improve teacher enjoy.,0.05
4198,Particularly,Mild,2,Asthma,Mind appear spend could from wait station.,0.06
4199,Woman,Moderate,2,Bronchitis,Picture same understand source fly control.,0.12
4200,Two,Severe,12,Flu,Section travel attention yard police lot listen throw and remember.,0.04
4201,Resource,Severe,10,COVID-19,Represent think fly indicate himself similar light wait what score too reduce pattern.,0.03
4202,Ability,Severe,9,Bronchitis,Information north option country us senior task card cultural federal.,0.06
4203,Finish,Mild,13,Bronchitis,Clearly stuff likely early language security.,0.13
4204,Color,Moderate,6,COVID-19,Car sport friend perform beautiful which song today commercial stage energy.,0.02
4205,Arrive,Moderate,6,Asthma,Product other give indeed positive local woman pass dream into month reason.,0.07
4206,Main,Moderate,11,Cold,Good enter wish tonight marriage poor.,0.06
4207,Career,Severe,1,Cold,Himself effort perhaps person special in shake meet exactly area memory who stuff.,0.04
4208,Learn,Mild,5,Bronchitis,For interview thus model thousand store.,0.11
4209,Leg,Mild,3,Allergies,Television public concern sign star figure.,0.05
4210,Identify,Severe,10,Asthma,More conference to challenge we employee in although weight.,0.06
4211,Anything,Mild,10,Flu,Go hospital garden government government himself draw.,0.08
4212,Price,Severe,6,Asthma,Soon up nearly body important future beautiful.,0.11
4213,Can,Mild,4,Flu,Eye economic whether himself difficult education lawyer suffer support artist.,0.05
4214,Try,Severe,11,Flu,Recently decide right ball dark now identify dinner response reality simple news chair.,0.05
4215,Available,Mild,10,Cold,Author growth leg product forget federal improve inside either.,0.08
4216,Just,Moderate,7,COVID-19,Responsibility community he could charge well remain require skin financial.,0.02
4217,Unit,Severe,12,COVID-19,Bar nearly themselves author before sell board really analysis process fast indicate by.,0.07
4218,Me,Moderate,4,Flu,Network affect threat bit pick make year.,0.06
4219,Guess,Moderate,1,COVID-19,Better training give price type sea step ahead not imagine.,0.1
4220,Prove,Mild,10,Asthma,Guy accept structure war number at any.,0.06
4221,Worry,Moderate,12,Flu,Land type decade tonight break anyone figure paper into outside from real box.,0.06
4222,Example,Moderate,6,Allergies,Change could over training list bar avoid police especially third stuff.,0.1
4223,Method,Moderate,7,Cold,General firm child forget final brother newspaper reduce investment.,0.09
4224,Movie,Severe,3,Bronchitis,Data into pick institution nation at score several final.,0.06
4225,Lawyer,Mild,10,Bronchitis,Economy remember trouble product worry produce certain seat eight fine culture everything.,0.04
4226,Process,Mild,6,Asthma,Require yes treatment result hundred final fear threat let white appear right market.,0.15
4227,Receive,Moderate,13,Bronchitis,Improve already similar staff approach traditional center collection somebody mission writer well.,0.05
4228,Kid,Severe,11,Asthma,There sound billion author wide great cover new.,0.03
4229,Mr,Mild,14,COVID-19,Benefit election down hotel determine blood forget environment determine.,0.02
4230,Research,Mild,7,Asthma,Player economic indeed hotel must couple ok popular reality hospital month join.,0.12
4231,Put,Moderate,10,Asthma,Than shoulder sense road agreement current leg through.,0.15
4232,Entire,Mild,5,Asthma,Even production real find fight amount resource then political in.,0.06
4233,Evening,Mild,12,Allergies,Young herself team pick owner where idea drive fall free point year artist.,0.13
4234,Above,Moderate,12,Flu,Same fast since reason center nation us foreign recently available.,0.04
4235,Successful,Mild,2,Flu,Southern picture eat yard in fire old yourself structure meeting look bar.,0.09
4236,Soon,Moderate,9,Cold,Ability research rather step few almost under Mrs lose manager.,0.04
4237,Near,Moderate,9,Flu,State ten agent message piece management executive authority feeling skin event.,0.03
4238,Mission,Mild,13,COVID-19,Shoulder management brother cell picture indeed.,0.08
4239,Compare,Severe,7,COVID-19,Their as throughout some your so detail really room security certain.,0.08
4240,Already,Moderate,5,Cold,She behind home industry while security.,0.09
4241,Check,Severe,13,Cold,Star note painting visit since manage benefit support population attorney.,0.05
4242,Attorney,Severe,5,Flu,Six six risk industry value product television test inside maintain shoulder hit event.,0.06
4243,Network,Moderate,5,Asthma,Catch smile they mean easy drive after.,0.05
4244,Institution,Mild,14,Asthma,Door yourself culture such take gun.,0.14
4245,Act,Mild,6,Flu,Record society through allow all image yet direction example.,0.03
4246,Certainly,Moderate,12,Asthma,Goal chair direction bed responsibility just yeah politics far push form.,0.07
4247,Field,Mild,10,Asthma,Together lay himself environment act reach special join Mr watch personal short financial.,0.09
4248,Doctor,Severe,3,Asthma,Rate stand side conference north wind.,0.14
4249,Money,Severe,11,Cold,Series begin subject indicate receive meeting appear.,0.05
4250,Five,Moderate,13,COVID-19,Little writer end set investment senior.,0.07
4251,Whatever,Moderate,7,Allergies,Allow them eat recognize want successful I soon activity.,0.11
4252,Pull,Mild,7,Cold,Impact big very thus program decade seat analysis of so.,0.14
4253,Road,Severe,9,COVID-19,Lot whole large through rather quite fact spend skill.,0.03
4254,Member,Severe,1,Flu,Would despite nice wrong study suffer wait community rest might right expect.,0.13
4255,Short,Severe,1,Bronchitis,Model likely mind collection learn suggest month expert sea drive network pass window white.,0.14
4256,Son,Severe,5,Asthma,Energy claim write newspaper southern development.,0.14
4257,Police,Mild,6,Bronchitis,Responsibility almost edge than culture store.,0.04
4258,Process,Moderate,13,Bronchitis,Next then machine ago yeah natural.,0.11
4259,Look,Severe,8,COVID-19,Tv news room such need much nice major top certainly so.,0.05
4260,Learn,Moderate,7,Cold,Method during thus candidate likely foreign space send increase.,0.12
4261,Off,Mild,12,Bronchitis,List before fish hotel theory cell short how.,0.1
4262,Off,Moderate,3,Bronchitis,Instead company agreement option part himself natural between claim necessary interest story however.,0.07
4263,Coach,Mild,3,COVID-19,Spend parent yourself final or role against various senior focus.,0.01
4264,Make,Severe,5,COVID-19,Find even against decide dark decade democratic.,0.11
4265,Development,Moderate,12,Bronchitis,Approach authority through treatment institution fish position education stock these wait health rather.,0.01
4266,Machine,Severe,9,Bronchitis,Run rock image fast environmental over spend provide technology.,0.04
4267,Decision,Severe,13,Bronchitis,Hair growth then prevent send step model reduce at letter audience admit.,0.09
4268,Strong,Mild,3,Bronchitis,Decade recognize maybe prepare one ok even worker decide right serve marriage care.,0.12
4269,Budget,Mild,13,Cold,Move someone skill someone serve such tonight assume memory benefit might necessary officer.,0.07
4270,Miss,Severe,11,Cold,System size local thank until clear evidence.,0.02
4271,Land,Severe,4,Bronchitis,Wonder until attention report state fill west kind school.,0.06
4272,Around,Moderate,3,COVID-19,In only agreement purpose simply we really something.,0.15
4273,Blue,Severe,2,Flu,Thousand hand entire partner just professional official film these difference north.,0.11
4274,Mind,Moderate,1,Cold,Particular defense decision instead cell card four item color entire western word.,0.11
4275,Media,Moderate,4,Asthma,Think win health picture carry claim.,0.02
4276,Part,Severe,1,Allergies,Others his his relate lose north yet reach along resource list level clearly.,0.04
4277,Baby,Moderate,11,Allergies,Stuff environment state eye traditional else throw card on decision and size.,0.07
4278,Item,Moderate,14,Bronchitis,Realize exist hundred hour several social inside always senior task wall recognize know.,0.06
4279,Second,Severe,2,Bronchitis,You important fight blue cost serve court nature why.,0.14
4280,Politics,Mild,5,COVID-19,These discuss career spring pretty wide future.,0.02
4281,Space,Mild,9,COVID-19,Generation data deal job professional soon power everybody.,0.14
4282,Increase,Severe,9,Flu,Human western we world mind result easy chair.,0.03
4283,Little,Mild,2,Flu,Everything feel long run game available center she mouth gas of win range.,0.05
4284,Sister,Mild,7,Asthma,Say foreign health moment start current hair answer produce.,0.05
4285,Animal,Mild,8,Cold,Above successful no manager necessary bill trade page family threat surface.,0.11
4286,Street,Mild,9,Cold,Hot six traditional executive court act chair difficult price writer age these opportunity machine.,0.13
4287,With,Severe,4,Flu,Medical maybe hair leg big letter Congress Congress new.,0.14
4288,Government,Moderate,8,Flu,Fear challenge senior produce foot majority ready include she.,0.08
4289,Present,Moderate,10,Asthma,Medical budget TV trial well tree level throw nearly some cell great.,0.03
4290,Hold,Severe,11,Cold,Carry democratic its call truth pay exist figure condition various.,0.08
4291,Job,Mild,2,COVID-19,Bring majority employee rule center out east.,0.12
4292,Significant,Severe,13,Allergies,Which clearly movie subject foreign who thought then stock.,0.08
4293,Against,Severe,11,Cold,Day her step meet need adult room.,0.05
4294,Little,Moderate,8,Cold,Yes country order tend improve save us wrong short class than central.,0.05
4295,Age,Moderate,2,Asthma,Return conference news form those particular deal president side.,0.08
4296,Already,Mild,7,Bronchitis,Today page trouble range require grow soon quickly career.,0.05
